_id,Link,city,co_active_industries,co_name
64465e29fb0d1d507f2bb90b,www.lonati.com,Brescia,"['Industrial Machinery & Equipment', 'Manufacturing']",Lonati SpA
64465e29fb0d1d507f2bb90c,www.casa.it,Robecchetto Con Induno,"['Industrial Machinery & Equipment', 'Manufacturing']",Casa.it
64465e29fb0d1d507f2bb90d,www.coster.info,Not Defined,"['Industrial Machinery & Equipment', 'Manufacturing']",Coster Group
64465e29fb0d1d507f2bb90e,www.hausbrandt.it,Nervesa,"['Food & Beverage', 'Manufacturing']",Hausbrandt Trieste1892 SpA
64465e29fb0d1d507f2bb90f,www.fava.it,Cento,"['Industrial Machinery & Equipment', 'Manufacturing']",Fava SpA
64465e29fb0d1d507f2bb911,www.eidos.it,Rome,"['Industrial Machinery & Equipment', 'Manufacturing']",Eidos
64465e29fb0d1d507f2bb912,www.inalca.it,Ospedaletto Lodigiano,"['Food & Beverage', 'Manufacturing']",Inalca
64465e29fb0d1d507f2bb914,www.rolfo.it,Bra,"['Manufacturing', 'Motor Vehicles']",Rolfo
64465e29fb0d1d507f2bb915,www.bauligroup.com,Not Defined,"['Chemicals & Related Products', 'Manufacturing']",Bauli SpA
64465e29fb0d1d507f2bb917,www.flexologic.nl,Alphen Aan Den Rijn,"['Industrial Machinery & Equipment', 'Manufacturing']",AV Flexologic
64465e29fb0d1d507f2bb918,www.domino-group.com,Sirtori,"['Automotive Parts', 'Manufacturing']",Domino
64465e29fb0d1d507f2bb919,www.viasatgroup.it,Not Defined,"['Automotive Parts', 'Manufacturing']",Viasat Group
64465e29fb0d1d507f2bb91a,www.ivu.it,Roma,"['Industrial Machinery & Equipment', 'Manufacturing']",IVU Traffic Technologies Italia
64465e29fb0d1d507f2bb91b,www.orimartin.com,Brescia,"['Industrial Machinery & Equipment', 'Manufacturing']",ORI Martin
64465e29fb0d1d507f2bb91c,www.grunenthal.it,Milano,"['Manufacturing', 'Pharmaceuticals']",Grünenthal
64465e29fb0d1d507f2bb91d,www.millesrl.it,Castelnovo Bariano,"['Industrial Machinery & Equipment', 'Manufacturing']",Mille
64465e29fb0d1d507f2bb91e,www.k-array.com,Scarperia,"['Manufacturing', 'Telecommunication Equipment']",K-array
64465e29fb0d1d507f2bb91f,www.rcm.it,Casinalbo,"['Industrial Machinery & Equipment', 'Manufacturing']",RCM SpA
64465e29fb0d1d507f2bb920,www.lavazza.it,Torino,"['Food & Beverage', 'Manufacturing']",Lavazza
64465e30fb0d1d507f2bb922,www.manetti.com,Campi Bisenzio,"['Furniture', 'Manufacturing']",GIUSTO MANETTI BATTILORO SpA
64465e30fb0d1d507f2bb923,www.contital.com,Napoli,"['Manufacturing', 'Plastic', 'Packaging & Containers']",Contital
64465e30fb0d1d507f2bb924,www.firgroup.com,Casalmaggiore,"['Industrial Machinery & Equipment', 'Manufacturing']",FIR Group European
64465e30fb0d1d507f2bb925,www.bianchi.com,Treviglio,"['Manufacturing', 'Sporting Goods']",Bianchi
64465e30fb0d1d507f2bb926,www.motorpowerco.com,Castelnovo Sotto,"['Manufacturing', 'Industrial Machinery & Equipment']",Motor Power
64465e30fb0d1d507f2bb927,www.eigver.it,Rho,"['Chemicals & Related Products', 'Manufacturing']",Eigenmann & Veronelli SpA
64465e30fb0d1d507f2bb928,www.braccialini.it,Scandicci,"['Manufacturing', 'Textiles & Apparel']",Braccialini
64465e30fb0d1d507f2bb929,www.ivgspa.it,Cervarese Santa Croce,"['Manufacturing', 'Tires & Rubber']",IVG Colbachini SpA
64465e30fb0d1d507f2bb92a,www.ioc.it,Giussano,"['Furniture', 'Manufacturing']",International Office Concept
64465e30fb0d1d507f2bb92b,www.dinamicoil.com,Bomporto,"['Industrial Machinery & Equipment', 'Manufacturing']",DINAMIC OIL SpA
64465e30fb0d1d507f2bb92c,www.avisprovincialesondrio.it,Caspoggio,"['Food & Beverage', 'Manufacturing']",AVIS Provinciale Sondrio OdV
64465e30fb0d1d507f2bb92d,www.pitteriviolini.com,Baranzate,"['Manufacturing', 'Plastic', 'Packaging & Containers']",Pitteri Violini SpA
64465e30fb0d1d507f2bb92e,www.colines.it,San Pietro Mosezzo,"['Manufacturing', 'Plastic', 'Packaging & Containers']",Colines SpA
64465e30fb0d1d507f2bb92f,www.argussecurity.it,Muggia,"['Manufacturing', 'Telecommunication Equipment']",Argus Security
64465e30fb0d1d507f2bb930,www.techimp.com,Zola Predosa,"['Manufacturing', 'Test & Measurement Equipment']",TECHIMP
64465e30fb0d1d507f2bb931,www.tramec.it,Calderara Di Reno,"['Industrial Machinery & Equipment', 'Manufacturing']",Tramec
64465e30fb0d1d507f2bb933,www.pietrorosatbm.it,Maniago,"['Industrial Machinery & Equipment', 'Manufacturing']",Pietro Rosa TBM
64465e30fb0d1d507f2bb935,www.assuteurope.com,Roma,"['Manufacturing', 'Medical Devices & Equipment']",Assut Europe
64465e30fb0d1d507f2bb936,www.hitachi-medical-systems.it,Buccinasco,"['Manufacturing', 'Medical Devices & Equipment']",Hitachi Medical Systems SpA
64465e30fb0d1d507f2bb937,www.mocom.it,Imola,"['Manufacturing', 'Medical Devices & Equipment']",MOCOM
64465e30fb0d1d507f2bb938,www.teknel.eu,Roma,"['Aerospace & Defense', 'Manufacturing']",Teknel
64465e30fb0d1d507f2bb939,www.mariani-it.com,Carre,"['Industrial Machinery & Equipment', 'Manufacturing']",Mariani
64465e30fb0d1d507f2bb93a,www.coveme.com,Gorizia,"['Manufacturing', 'Plastic', 'Packaging & Containers']",Coveme
64465e36fb0d1d507f2bb93c,www.infosolution.it,Genoa,"['Manufacturing', 'Industrial Machinery & Equipment']",Info Solution SpA
64465e36fb0d1d507f2bb93d,www.ambienthesis.it,Segrate,"['Industrial Machinery & Equipment', 'Manufacturing']",Ambienthesis SpA
64465e36fb0d1d507f2bb93e,www.arespanbrocca.it,Mombercelli,"['Building Materials', 'Manufacturing']",Arespan Brocca
64465e36fb0d1d507f2bb93f,www.jvinternational.com,Milano,"['Manufacturing', 'Textiles & Apparel']",Michelin Technical Soles - JV International
64465e36fb0d1d507f2bb941,www.bausano.com,Rivarolo Canavese,"['Manufacturing', 'Plastic', 'Packaging & Containers']",Bausano
64465e36fb0d1d507f2bb942,www.selcoweld.com,Tombolo,"['Electronics', 'Manufacturing']",Selco
64465e36fb0d1d507f2bb943,www.seilaser.com,Curno,"['Industrial Machinery & Equipment', 'Manufacturing']",SEI Laser
64465e36fb0d1d507f2bb944,www.desmon.it,Nusco,"['Industrial Machinery & Equipment', 'Manufacturing']",Desmon Spa
64465e36fb0d1d507f2bb945,www.enoveneta.it,Piazzola Sul Brenta,"['Industrial Machinery & Equipment', 'Manufacturing']",Enoveneta
64465e36fb0d1d507f2bb946,www.slamp.com,Pomezia,"['Furniture', 'Manufacturing']",Slamp
64465e36fb0d1d507f2bb947,www.nayada.com,Not Defined,"['Furniture', 'Manufacturing']",NAYADA
64465e36fb0d1d507f2bb948,www.bpt.it,Sesto al Reghena,"['Furniture', 'Manufacturing']",Bpt
64465e36fb0d1d507f2bb949,www.capsol-spa.com,Bulciago,"['Manufacturing', 'Plastic', 'Packaging & Containers']",Capsol SpA
64465e36fb0d1d507f2bb94a,www.drmotor.it,Macchia D'Isernia,"['Manufacturing', 'Motor Vehicles']",DR Motor
64465e36fb0d1d507f2bb94b,www.macnil.it,Gravina in Puglia,"['Industrial Machinery & Equipment', 'Manufacturing']",Macnil
64465e36fb0d1d507f2bb94c,www.sata-group.com,Valperga,"['Building Materials', 'Manufacturing']",SATA SpA
64465e36fb0d1d507f2bb94d,www.3vsigma.com,Bergamo,"['Chemicals & Related Products', 'Manufacturing']",3V Sigma SpA
64465e36fb0d1d507f2bb94f,www.goriziane.it,Villesse,"['Boats & Submarines', 'Manufacturing']",Goriziane
64465e36fb0d1d507f2bb950,www.atopwinding.com,Barberino Val d'Elsa,"['Industrial Machinery & Equipment', 'Manufacturing']",ATOP SpA
64465e36fb0d1d507f2bb951,www.parmalat.it,Albano Sant'Alessandro,"['Food & Beverage', 'Manufacturing']",Parmalat Italia S.p.A.
64465e36fb0d1d507f2bb952,www.thermoplay.it,Pont St. Martin,"['Manufacturing', 'Plastic', 'Packaging & Containers']",Thermoplay SpA
64465e36fb0d1d507f2bb953,www.ombvalves.com,Cenate Sotto,"['Boats & Submarines', 'Manufacturing']",OMB Valves
64465e36fb0d1d507f2bb954,www.ocm.eu,Mezzani,"['Industrial Machinery & Equipment', 'Manufacturing']",OCM
64465e3dfb0d1d507f2bb956,www.transpack.it,Pontelongo,"['Manufacturing', 'Plastic', 'Packaging & Containers']",Transpack SpA
64465e3dfb0d1d507f2bb957,www.flashfiber.it,Rome,"['Manufacturing', 'Telecommunication Equipment']",Flash Fiber
64465e3dfb0d1d507f2bb958,www.profoffice.it,Falze' Di Piave,"['Furniture', 'Manufacturing']",Prof
64465e3dfb0d1d507f2bb959,www.bpwatertech.com,Roma,"['Chemicals & Related Products', 'Manufacturing']",B&P Water Technologies
64465e3dfb0d1d507f2bb95a,www.millutensil.com,Izano,"['Industrial Machinery & Equipment', 'Manufacturing']",Millutensil
64465e3dfb0d1d507f2bb95e,www.guimer.it,Calderara Di Reno,"['Manufacturing', 'Textiles & Apparel']",Guimer
64465e3dfb0d1d507f2bb95f,www.sorema.it,Anzano Del Parco,"['Industrial Machinery & Equipment', 'Manufacturing']",Sorema
64465e3dfb0d1d507f2bb960,www.tmgimpianti.com,San Martino Di Lupari,"['Industrial Machinery & Equipment', 'Manufacturing']",TMG Impianti SpA
64465e3dfb0d1d507f2bb961,www.mecspe.com,Parma,"['Textiles & Apparel', 'Manufacturing']",Mecspe
64465e3dfb0d1d507f2bb962,www.nespoligroup.it,Triuggio,"['Chemicals & Related Products', 'Manufacturing']",Nespoli Group SpA
64465e3dfb0d1d507f2bb963,www.cosepuri.it,Bologna,"['Industrial Machinery & Equipment', 'Manufacturing']",Cosepuri
64465e3dfb0d1d507f2bb964,www.colnago.com,Cambiago,"['Automotive Parts', 'Manufacturing']",Colnago
64465e3dfb0d1d507f2bb965,www.grom.it,Genoa,"['Manufacturing', 'Food & Beverage']",Grom - Il Gelato come una volta
64465e3dfb0d1d507f2bb967,www.sasib.com,Castel Maggiore,"['Food & Beverage', 'Manufacturing']",Sasib
64465e3dfb0d1d507f2bb968,www.eigver.com,Not Defined,"['Chemicals & Related Products', 'Manufacturing']",Eigenmann & Veronelli SpA
64465e3dfb0d1d507f2bb969,www.lapar.eu,Milano,"['Industrial Machinery & Equipment', 'Manufacturing']",Lapar Control Valve
64465e3dfb0d1d507f2bb96a,www.exenia.eu,Calenzano,"['Furniture', 'Manufacturing']",Exenia
64465e3dfb0d1d507f2bb96b,www.bracchi.it,Fara Gera D'Adda,"['Industrial Machinery & Equipment', 'Manufacturing']",Bracchi
64465e3dfb0d1d507f2bb96c,www.fabotape.com,Larciano,"['Manufacturing', 'Plastic', 'Packaging & Containers']",Fabo Spa
64465e3dfb0d1d507f2bb96d,www.colcomgroup.it,Nave,"['Glass & Clay', 'Manufacturing']",Colcom Group
64465e3dfb0d1d507f2bb96e,www.panaria.net,Finale Emilia,"['Glass & Clay', 'Manufacturing']",Panaria Ceramica
64465e44fb0d1d507f2bb971,www.fontanafredda.it,Serralunga d Alba,"['Food & Beverage', 'Manufacturing']",Fontanafredda
64465e44fb0d1d507f2bb972,it.farnell.com,Milan,"['Electronics', 'Manufacturing']",Farnell Italy
64465e44fb0d1d507f2bb973,www.euro-group.it,Baranzate,"['Manufacturing', 'Industrial Machinery & Equipment']",Eurotranciatura USA
64465e44fb0d1d507f2bb974,www.zanardifonderie.com,Minerbe,"['Industrial Machinery & Equipment', 'Manufacturing']",Zanardi Fonderie
64465e44fb0d1d507f2bb976,www.biodue.com,Tavarnelle Val di Pesa,"['Manufacturing', 'Pharmaceuticals']",Biodue SpA
64465e44fb0d1d507f2bb977,www.imesaspa.com,San Donato Milanese,"['Industrial Machinery & Equipment', 'Manufacturing']",IMESA SpA
64465e44fb0d1d507f2bb978,www.dierre.eu,Spezzano Di Fiorano,"['Plastic', 'Packaging & Containers', 'Manufacturing']",Dierre SpA
64465e44fb0d1d507f2bb979,www.generalmembrane.it,Ceggia,"['Building Materials', 'Manufacturing']",General Membrane
64465e44fb0d1d507f2bb97a,www.cestarobernardo.com,Villa Del Conte,"['Industrial Machinery & Equipment', 'Manufacturing']",The Cestaro Bernardo
64465e44fb0d1d507f2bb97b,www.hafele.it,Carate Brianza,"['Manufacturing', 'Furniture']",Hafele Italia
64465e44fb0d1d507f2bb97d,www.alfawassermann.it,Bologna,"['Building Materials', 'Manufacturing']",Alfa Wassermann SPA
64465e44fb0d1d507f2bb97e,www.ricciarellispa.it,Agostino,"['Industrial Machinery & Equipment', 'Manufacturing']",Ricciarelli Packaging Systems
64465e44fb0d1d507f2bb97f,www.ancmonza.it,Monza,"['Manufacturing', 'Textiles & Apparel']",Associazione Nazionale Carabinieri sezione di Monza
64465e44fb0d1d507f2bb980,www.dkceurope.com,Brivio,"['Industrial Machinery & Equipment', 'Manufacturing']",DKC Power Solutions
64465e44fb0d1d507f2bb981,www.mevis.com,Rosà,"['Wire & Cable', 'Manufacturing']",Mevis SpA
64465e44fb0d1d507f2bb982,www.chemi.com,Cinisello Balsamo,"['Manufacturing', 'Pharmaceuticals']",CHEMI SpA
64465e44fb0d1d507f2bb983,www.tankoa.it,Genova,"['Boats & Submarines', 'Manufacturing']",Tankoa Yachts SpA
64465e44fb0d1d507f2bb984,www.annovireverberi.it,Bomporto,"['Manufacturing', 'Test & Measurement Equipment']",Annovi Reverberi
64465e44fb0d1d507f2bb985,www.oleodinamicamarchesini.com,Molinetto,"['Industrial Machinery & Equipment', 'Manufacturing']",Oleodinamica Marchesini
64465e44fb0d1d507f2bb986,www.emiliopucci.com,Milan,"['Textiles & Apparel', 'Manufacturing']",Emilio Pucci
64465e44fb0d1d507f2bb988,www.icrsprint.com,San Martino in Strada,"['Chemicals & Related Products', 'Manufacturing']",ICR Sprint
64465e4afb0d1d507f2bb98b,www.cimolai.com,Porcia,"['Building Materials', 'Manufacturing']",Cimolai SpA
64465e4afb0d1d507f2bb98c,www.convergent-photonics.com,Torino,"['Industrial Machinery & Equipment', 'Manufacturing']",Convergent Photonics
64465e4afb0d1d507f2bb98d,www.motofactoryitalia.it,Lomagna,"['Automotive Parts', 'Manufacturing']",Moto Factory Italia
64465e4afb0d1d507f2bb98f,www.fintyre.it,Seriate,"['Manufacturing', 'Motor Vehicles']",FINTYRE SpA
64465e4afb0d1d507f2bb990,www.radici.com,Not Defined,"['Textiles & Apparel', 'Manufacturing']",Radici Chimica SpA
64465e4afb0d1d507f2bb991,www.p-a.it,Monza,"['Manufacturing', 'Test & Measurement Equipment']",Project Automation SpA
64465e4afb0d1d507f2bb992,www.samecspa.com,Castelverde,"['Industrial Machinery & Equipment', 'Manufacturing']",SAMEC SpA
64465e4afb0d1d507f2bb993,www.zucchinispa.it,Brescia,"['Electronics', 'Manufacturing']",Zucchini
64465e4afb0d1d507f2bb994,www.blueboxcooling.com,Cona,"['Building Materials', 'Manufacturing']",Blue Box Group
64465e4afb0d1d507f2bb995,www.schnell.it,Colli al Metauro,"['Industrial Machinery & Equipment', 'Manufacturing']",Schnell spa
64465e4afb0d1d507f2bb996,www.nactarome.eu,Bresso,"['Food & Beverage', 'Manufacturing']",Nactarome
64465e4afb0d1d507f2bb997,www.abiogen.it,Pisa,"['Manufacturing', 'Pharmaceuticals']",ABIOGEN PHARMA SpA
64465e4afb0d1d507f2bb998,www.vectrawave.com,Gessate,"['Electronics', 'Manufacturing']",Vectrawave
64465e4afb0d1d507f2bb99a,www.ravagnan.com,Limena,"['Industrial Machinery & Equipment', 'Manufacturing']",Ravagnan SpA
64465e4afb0d1d507f2bb99b,www.cpcompany.com,Mestrino,"['Manufacturing', 'Textiles & Apparel']",CP
64465e4afb0d1d507f2bb99d,www.intimissimi.com,Villafranca,"['Manufacturing', 'Textiles & Apparel']",Intimissimi
64465e4afb0d1d507f2bb9a0,www.officinastellare.com,Sarcedo,"['Aerospace & Defense', 'Manufacturing']",OFFICINA STELLARE
64465e4afb0d1d507f2bb9a1,www.ilsagroup.com,Arzignano,"['Chemicals & Related Products', 'Manufacturing']",ILSA SpA
64465e4afb0d1d507f2bb9a2,www.athena.eu,Alonte,"['Manufacturing', 'Sporting & Recreational Equipment Retail']",ATHENA SpA
64465e51fb0d1d507f2bb9a5,www.ivar-group.com,Prevalle,"['Automotive Parts', 'Manufacturing']",IVAR Spa
64465e51fb0d1d507f2bb9a6,www.trenti.eu,Perarolo di Cadore,"['Chemicals & Related Products', 'Manufacturing']",Trenti Industria Occhiali
64465e51fb0d1d507f2bb9a8,www.osai-as.com,Parella,"['Industrial Machinery & Equipment', 'Manufacturing']",Osai
64465e51fb0d1d507f2bb9a9,www.ediliziacrobatica.com,Milan,"['Building Materials', 'Manufacturing']",EdiliziAcrobatica
64465e51fb0d1d507f2bb9aa,www.dnp.it,Brugherio,"['Industrial Machinery & Equipment', 'Manufacturing']",DNP Industriale
64465e51fb0d1d507f2bb9ab,www.mta-it.com,Conselve,"['Building Materials', 'Manufacturing']",MTA Spa
64465e51fb0d1d507f2bb9ac,www.erediscabini.com,Siziano,"['Glass & Clay', 'Manufacturing']",Eredi Scabini
64465e51fb0d1d507f2bb9ad,www.sipal.it,Torino,"['Aerospace & Defense', 'Manufacturing']",Sipal
64465e51fb0d1d507f2bb9ae,www.fluiten.it,Pero,"['Industrial Machinery & Equipment', 'Manufacturing']",Fluiten SpA
64465e51fb0d1d507f2bb9af,www.comasmotek.it,Monza,"['Industrial Machinery & Equipment', 'Manufacturing']",COMASMO TEK
64465e51fb0d1d507f2bb9b0,www.savercompositi.com,Milano,"['Glass & Clay', 'Manufacturing']",SAVER SpA
64465e51fb0d1d507f2bb9b1,www.promacitalia.com,Parabiago,"['Industrial Machinery & Equipment', 'Manufacturing']",Promac Italia
64465e51fb0d1d507f2bb9b2,www.emmeti.com,Fontanafredda,"['Industrial Machinery & Equipment', 'Manufacturing']",Emmeti SpA
64465e51fb0d1d507f2bb9b3,www.itec.it,Invorio,"['Industrial Machinery & Equipment', 'Manufacturing']",ITEC
64465e51fb0d1d507f2bb9b5,www.crtsgroup.com,Treviglio,"['Electronics', 'Manufacturing']",CR Technology Systems SpA
64465e51fb0d1d507f2bb9b6,www.ramponispa.com,Carbonate,"['Manufacturing', 'Textiles & Apparel']",Ramponi
64465e51fb0d1d507f2bb9b7,www.stellasanitaria.it,San Donato Milanese,"['Manufacturing', 'Medical Devices & Equipment']",Stella Sanitaria Di Leone Raffaela e Di Palma Antonella
64465e51fb0d1d507f2bb9b9,www.tevaitalia.it,Milano,"['Manufacturing', 'Pharmaceuticals']",Teva Italy
64465e51fb0d1d507f2bb9ba,www.c-led.it,Not Defined,"['Electronics', 'Manufacturing']",C-LED
64465e51fb0d1d507f2bb9bb,www.diemmesoilwashing.com,Lugo,"['Industrial Machinery & Equipment', 'Manufacturing']",DIEMME Soil Washing
64465e58fb0d1d507f2bb9be,www.e4company.com,Scandiano,"['Computer Equipment & Peripherals', 'Manufacturing']",E4 Computer Engineering Spa
64465e58fb0d1d507f2bb9bf,www.smegfoodservice.com,Guastalla RE,"['Appliances', 'Manufacturing']",Smeg
64465e58fb0d1d507f2bb9c0,www.isoil.it,Cinisello Balsamo,"['Industrial Machinery & Equipment', 'Manufacturing']",Isoil Industria SpA
64465e58fb0d1d507f2bb9c1,www.asmterni.it,Terni,"['Manufacturing', 'Waste Treatment', 'Environmental Services & Recycling']",ASM TERNI SpA
64465e58fb0d1d507f2bb9c2,www.askollelectric.com,Dueville,"['Motor Vehicles', 'Manufacturing']",Askoll EVA SpA
64465e58fb0d1d507f2bb9c3,www.testori.it,Novate Milanese,"['Manufacturing', 'Textiles & Apparel']",Testori SpA
64465e58fb0d1d507f2bb9c4,www.esa-automation.com,Mariano Comense,"['Industrial Machinery & Equipment', 'Manufacturing']",ESA Automation
64465e58fb0d1d507f2bb9c5,www.ballan.com,Villa Del Conte,"['Building Materials', 'Manufacturing']",BALLAN SpA
64465e58fb0d1d507f2bb9c6,www.ctelift.com,Not Defined,"['Industrial Machinery & Equipment', 'Manufacturing']",CTE All
64465e58fb0d1d507f2bb9c7,www.vitasol.it,Castenedolo,"['Manufacturing', 'Pet Products']",Vitasol
64465e58fb0d1d507f2bb9c9,www.densocorporation.com,Not Defined,"['Motor Vehicles', 'Manufacturing']",DENSO Manufacturing Italia S.p.A.
64465e58fb0d1d507f2bb9ca,www.bredasys.com,Sequals,"['Building Materials', 'Manufacturing']",Breda
64465e58fb0d1d507f2bb9cb,www.paglierani.com,Torriana,"['Industrial Machinery & Equipment', 'Manufacturing']",PAGLIERANI
64465e58fb0d1d507f2bb9cd,www.atvo.it,San Dona di Piave,"['Industrial Machinery & Equipment', 'Manufacturing']",Atvo
64465e58fb0d1d507f2bb9cf,www.riello-ups.com,Legnago,"['Industrial Machinery & Equipment', 'Manufacturing']",RIELLO UPS
64465e58fb0d1d507f2bb9d0,www.airfung.it,San Martino Di Lupari,"['Building Materials', 'Manufacturing']",Air System
64465e58fb0d1d507f2bb9d1,www.labcaffe.com,Campagna,"['Food & Beverage', 'Manufacturing']",Labcaff
64465e58fb0d1d507f2bb9d2,www.fondazionecariparo.it,Padua,"['Food & Beverage', 'Manufacturing']",Fondazione Cassa di Risparmio di Padova e
64465e58fb0d1d507f2bb9d4,www.antonininavi.com,Lerici,"['Boats & Submarines', 'Manufacturing']",Antonini Navi
64465e58fb0d1d507f2bb9d5,www.altanova-group.com,Taino,"['Electronics', 'Manufacturing']",ALTANOVA GROUP
64465e5efb0d1d507f2bb9d8,www.coem.it,Roteglia,"['Glass & Clay', 'Manufacturing']",COEM SpA
64465e5efb0d1d507f2bb9d9,www.divella.it,Rutigliano,"['Food & Beverage', 'Manufacturing']",Divella
64465e5efb0d1d507f2bb9db,www.smape.it,Cappelle Sul Tavo,"['Industrial Machinery & Equipment', 'Manufacturing']",Smape
64465e5efb0d1d507f2bb9dc,www.alke.com,Padova,"['Manufacturing', 'Motor Vehicles']",Alke'
64465e5efb0d1d507f2bb9de,www.sogis.com,Sospiro,"['Chemicals & Related Products', 'Manufacturing']",SOGIS Chemical
64465e5efb0d1d507f2bb9df,www.midasolutions.com,Padova,"['Manufacturing', 'Telecommunication Equipment']",Mida Solutions
64465e5efb0d1d507f2bb9e0,www.enervit.com,Milano,"['Food & Beverage', 'Manufacturing']",Enervit SpA
64465e5efb0d1d507f2bb9e1,www.soilmec.com,Cesena,"['Industrial Machinery & Equipment', 'Manufacturing']",Soilmec SPA
64465e5efb0d1d507f2bb9e2,www.civitanavi.com,Pedaso,"['Manufacturing', 'Test & Measurement Equipment']",Civitanavi Systems
64465e5efb0d1d507f2bb9e3,www.khatod.com,Cusano Milanino,"['Manufacturing', 'Medical Devices & Equipment']",Khatod Optoelectronic
64465e5efb0d1d507f2bb9e4,www.bce.it,Sassuolo,"['Electronics', 'Manufacturing']",Bce
64465e5efb0d1d507f2bb9e6,www.bastianich.com,Cividale del Friuli,"['Food & Beverage', 'Manufacturing']",Bastianich
64465e5efb0d1d507f2bb9e7,www.dps-promatic.com,Forlì,"['Manufacturing', 'Test & Measurement Equipment']",DPS-Promatic
64465e5efb0d1d507f2bb9e8,www.cantierinavaligenovesi.it,Genova,"['Boats & Submarines', 'Manufacturing']",CANTIERI NAVALI GENOVESI
64465e5efb0d1d507f2bb9e9,www.vinitaly.com,Verona,"['Food & Beverage', 'Manufacturing']",Vinitaly
64465e5efb0d1d507f2bb9ea,www.diquigiovanni.it,Castelgomberto,"['Building Materials', 'Manufacturing']",Diquigiovanni
64465e5efb0d1d507f2bb9eb,www.sea-camper.com,Poggibonsi,"['Manufacturing', 'Motor Vehicles']",SEA Società Europea Autocaravan SpA
64465e5efb0d1d507f2bb9ec,www.errea.com,San Polo,"['Manufacturing', 'Textiles & Apparel']",Errea
64465e5efb0d1d507f2bb9ed,www.starite.it,Not Defined,"['Industrial Machinery & Equipment', 'Manufacturing']",Starite
64465e5efb0d1d507f2bb9ee,www.mecvel.com,Bologna,"['Industrial Machinery & Equipment', 'Manufacturing']",MecVel
64465e5efb0d1d507f2bb9ef,www.manica.com,Rovereto,"['Chemicals & Related Products', 'Manufacturing']",Manica Spa
64465e5efb0d1d507f2bb9f0,www.giovannirana.it,San Giovanni Lupatoto,"['Food & Beverage', 'Manufacturing']",PASTIFICIO RANA Spa
64465e65fb0d1d507f2bb9f2,www.colussiermes.com,Casarsa Della Delizia,"['Industrial Machinery & Equipment', 'Manufacturing']",Colussi Ermes -
64465e65fb0d1d507f2bb9f3,www.bottegaspa.com,Bibano,"['Food & Beverage', 'Manufacturing']",Bottega SPA
64465e65fb0d1d507f2bb9f4,www.villasm.com,Milan,"['Manufacturing', 'Photographic & Optical Equipment']",Villa Radiology Systems
64465e65fb0d1d507f2bb9f5,www.egmgroup.it,Brescia,"['Building Materials', 'Manufacturing']",Egm Group
64465e65fb0d1d507f2bb9f6,www.dlmtappi.com,Opera,"['Manufacturing', 'Plastic', 'Packaging & Containers']",DLM Tappi
64465e65fb0d1d507f2bb9f7,www.cottodeste.com,Milano,"['Glass & Clay', 'Manufacturing']",Cotto d'Este
64465e65fb0d1d507f2bb9f8,www.unidro.com,Milan,"['Test & Measurement Equipment', 'Manufacturing']",Unidro
64465e65fb0d1d507f2bb9f9,www.agricolturaprogresso.it,Terlizzi,"['Food & Beverage', 'Manufacturing']",Cooperativa Agricoltura Progresso
64465e65fb0d1d507f2bb9fa,www.hupac.com,Busto Arsizio,"['Industrial Machinery & Equipment', 'Manufacturing']",Hupac Group
64465e65fb0d1d507f2bb9fc,www.varvelusa.com,Bazzano,"['Aerospace & Defense', 'Manufacturing']",Varvel USA
64465e65fb0d1d507f2bb9fd,www.sicer.it,Ubersetto,"['Glass & Clay', 'Manufacturing']",Sicer
64465e65fb0d1d507f2bb9ff,www.novagum.com,Schio,"['Manufacturing', 'Watches & Jewelry']",Novagum
64465e65fb0d1d507f2bba00,www.xglab.it,Milano,"['Manufacturing', 'Test & Measurement Equipment']",XGLab
64465e65fb0d1d507f2bba01,www.cutlitepenta.com,Prato,"['Industrial Machinery & Equipment', 'Manufacturing']",Cutlite Penta
64465e65fb0d1d507f2bba02,www.mouser.it,Not Defined,"['Industrial Machinery & Equipment', 'Manufacturing']",Mouser Electronics Italy
64465e65fb0d1d507f2bba03,www.ercolina.com,Piedimonte San Germano,"['Industrial Machinery & Equipment', 'Manufacturing']",Ercolina
64465e65fb0d1d507f2bba04,www.nastribrizzolari.com,Codogno,"['Manufacturing', 'Food & Beverage']",Nastri Brizzolari
64465e65fb0d1d507f2bba05,www.onaedm.com,Rivalta di Torino,"['Industrial Machinery & Equipment', 'Manufacturing']",ONA Electroerosión
64465e65fb0d1d507f2bba06,www.diadora.com,Caerano di San Marco,"['Sporting Goods', 'Manufacturing']",Diadora
64465e65fb0d1d507f2bba07,www.aidro.it,Taino,"['Industrial Machinery & Equipment', 'Manufacturing']",Aidro
64465e65fb0d1d507f2bba08,www.heliexpower.com,Legnano,"['Industrial Machinery & Equipment', 'Manufacturing']",Heliex Power
64465e65fb0d1d507f2bba09,www.poligroupsrl.com,Verona,"['Building Materials', 'Manufacturing']",Poli Group
64465e65fb0d1d507f2bba0a,www.mgsrl.com,Fossano,"['Industrial Machinery & Equipment', 'Manufacturing']",MG
64465e6cfb0d1d507f2bba0c,www.astagiudiziaria.com,Arezzo,"['Industrial Machinery & Equipment', 'Manufacturing']",Istituti Vendite Giudiziarie Italiani consorziati
64465e6cfb0d1d507f2bba0e,www.sitec-consult.com,Colleretto Giacosa,"['Manufacturing', 'Pharmaceuticals']",SiTec Consulting
